locus_tag	ftype	length_bp	gene	EC_number	COG	product
DENJFJGE_00040	gene	792	lacR			
DENJFJGE_00040	CDS	792	lacR			Lactose phosphotransferase system repressor
DENJFJGE_00041	gene	429	lacA			
DENJFJGE_00041	CDS	429	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
DENJFJGE_00042	gene	516	lacB			
DENJFJGE_00042	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
DENJFJGE_00043	gene	933	lacC			
DENJFJGE_00043	CDS	933	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
DENJFJGE_00044	gene	981	lacD			
DENJFJGE_00044	CDS	981	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
DENJFJGE_00045	gene	312	lacF			
DENJFJGE_00045	CDS	312	lacF		COG1447	PTS system lactose-specific EIIA component
DENJFJGE_00046	gene	1713	lacE			
DENJFJGE_00046	CDS	1713	lacE			PTS system lactose-specific EIICB component
DENJFJGE_00047	gene	1413	lacG			
DENJFJGE_00047	CDS	1413	lacG	3.2.1.85		6-phospho-beta-galactosidase
DENJFJGE_00048	gene	885				
DENJFJGE_00048	CDS	885				hypothetical protein
DENJFJGE_00049	gene	1005	yfmJ			
DENJFJGE_00049	CDS	1005	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
DENJFJGE_00050	gene	1008				
DENJFJGE_00050	CDS	1008				Zinc-type alcohol dehydrogenase-like protein
DENJFJGE_00051	gene	1563	opuD			
DENJFJGE_00051	CDS	1563	opuD		COG1292	Glycine betaine transporter OpuD
DENJFJGE_00052	gene	537				
DENJFJGE_00052	CDS	537				hypothetical protein
DENJFJGE_00053	gene	240				
DENJFJGE_00053	CDS	240				hypothetical protein
DENJFJGE_00054	gene	510				
DENJFJGE_00054	CDS	510			COG1302	Alkaline shock protein 23
DENJFJGE_00055	gene	1977				
DENJFJGE_00055	CDS	1977				hypothetical protein
DENJFJGE_00056	gene	1194				
DENJFJGE_00056	CDS	1194				hypothetical protein
DENJFJGE_00057	gene	1758				
DENJFJGE_00057	CDS	1758				hypothetical protein
DENJFJGE_00058	gene	1071	orr			
DENJFJGE_00058	CDS	1071	orr	5.1.1.12	COG3457	Ornithine racemase
DENJFJGE_00059	gene	984	yfmC			
DENJFJGE_00059	CDS	984	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
DENJFJGE_00060	gene	1032	yfiZ			
DENJFJGE_00060	CDS	1032	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
DENJFJGE_00061	gene	969	fecD			
DENJFJGE_00061	CDS	969	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
DENJFJGE_00062	gene	1371				
DENJFJGE_00062	CDS	1371				hypothetical protein
DENJFJGE_00063	gene	261				
DENJFJGE_00063	CDS	261				hypothetical protein
DENJFJGE_00064	gene	516	ydjM			
DENJFJGE_00064	CDS	516	ydjM		COG1988	Inner membrane protein YdjM
DENJFJGE_00065	gene	1188				
DENJFJGE_00065	CDS	1188		2.7.7.-		putative uridylyltransferase
DENJFJGE_00066	gene	687				
DENJFJGE_00066	CDS	687				hypothetical protein
DENJFJGE_00067	gene	1344	sdrM			
DENJFJGE_00067	CDS	1344	sdrM			Multidrug efflux pump SdrM
DENJFJGE_00068	gene	468	sepA			
DENJFJGE_00068	CDS	468	sepA			Multidrug resistance efflux pump SepA
DENJFJGE_00069	gene	1446	farB			
DENJFJGE_00069	CDS	1446	farB			Fatty acid resistance protein FarB
DENJFJGE_00070	gene	1065	salA			
DENJFJGE_00070	CDS	1065	salA		COG0489	Iron-sulfur cluster carrier protein
