locus_tag	ftype	length_bp	gene	EC_number	COG	product
FIMMPJNN_00043	gene	1167	sucC			
FIMMPJNN_00043	CDS	1167	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
FIMMPJNN_00044	gene	768	rnhB			
FIMMPJNN_00044	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FIMMPJNN_00045	gene	885	rbgA			
FIMMPJNN_00045	CDS	885	rbgA		COG1161	Ribosome biogenesis GTPase A
FIMMPJNN_00046	gene	2607				
FIMMPJNN_00046	CDS	2607				hypothetical protein
FIMMPJNN_00047	gene	351	rplS			
FIMMPJNN_00047	CDS	351	rplS			50S ribosomal protein L19
FIMMPJNN_00048	gene	738	trmD			
FIMMPJNN_00048	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
FIMMPJNN_00049	gene	504	rimM			
FIMMPJNN_00049	CDS	504	rimM			Ribosome maturation factor RimM
FIMMPJNN_00050	gene	276	rpsP			
FIMMPJNN_00050	CDS	276	rpsP			30S ribosomal protein S16
FIMMPJNN_00051	gene	1368	ffh			
FIMMPJNN_00051	CDS	1368	ffh		COG0541	Signal recognition particle protein
FIMMPJNN_00052	gene	333				
FIMMPJNN_00052	CDS	333				hypothetical protein
FIMMPJNN_00053	gene	1251	ftsY			
FIMMPJNN_00053	CDS	1251	ftsY			Signal recognition particle receptor FtsY
FIMMPJNN_00054	gene	3567	smc			
FIMMPJNN_00054	CDS	3567	smc		COG1196	Chromosome partition protein Smc
FIMMPJNN_00055	gene	732	rnc			
FIMMPJNN_00055	CDS	732	rnc	3.1.26.3		Ribonuclease 3
FIMMPJNN_00056	gene	234	acpP			
FIMMPJNN_00056	CDS	234	acpP		COG0236	Acyl carrier protein
FIMMPJNN_00057	gene	735	fabG			
FIMMPJNN_00057	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FIMMPJNN_00058	gene	927	fabD			
FIMMPJNN_00058	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
FIMMPJNN_00059	gene	1008	plsX			
FIMMPJNN_00059	CDS	1008	plsX	2.3.1.274		Phosphate acyltransferase
FIMMPJNN_00060	gene	573	fapR			
FIMMPJNN_00060	CDS	573	fapR		COG2050	Transcription factor FapR
FIMMPJNN_00061	gene	2061	recG			
FIMMPJNN_00061	CDS	2061	recG	3.6.4.12		ATP-dependent DNA helicase RecG
FIMMPJNN_00062	gene	1647				
FIMMPJNN_00062	CDS	1647				putative protein
FIMMPJNN_00063	gene	375				
FIMMPJNN_00063	CDS	375				putative protein
FIMMPJNN_00064	gene	189	rpmB			
FIMMPJNN_00064	CDS	189	rpmB			50S ribosomal protein L28
FIMMPJNN_00065	gene	642	thiN			
FIMMPJNN_00065	CDS	642	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
FIMMPJNN_00066	gene	645	rpe			
FIMMPJNN_00066	CDS	645	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
FIMMPJNN_00067	gene	876	rsgA			
FIMMPJNN_00067	CDS	876	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
FIMMPJNN_00068	gene	1995	prkC			
FIMMPJNN_00068	CDS	1995	prkC	2.7.11.1		Serine/threonine-protein kinase PrkC
FIMMPJNN_00069	gene	744	stp			
FIMMPJNN_00069	CDS	744	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
FIMMPJNN_00070	gene	1095	rlmN			
FIMMPJNN_00070	CDS	1095	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
FIMMPJNN_00071	gene	1308	rsmB			
FIMMPJNN_00071	CDS	1308	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FIMMPJNN_00072	gene	936	fmt			
FIMMPJNN_00072	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
FIMMPJNN_00073	gene	489	def1			
FIMMPJNN_00073	CDS	489	def1	3.5.1.88	COG0242	Peptide deformylase 1
FIMMPJNN_00074	gene	279				
FIMMPJNN_00074	CDS	279				hypothetical protein
FIMMPJNN_00075	gene	771				
FIMMPJNN_00075	CDS	771				hypothetical protein
