locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFEAKEDL_00047	CDS	1002				Zinc-type alcohol dehydrogenase-like protein
EFEAKEDL_00048	gene	1563	opuD			
EFEAKEDL_00048	CDS	1563	opuD		COG1292	Glycine betaine transporter OpuD
EFEAKEDL_00049	gene	537				
EFEAKEDL_00049	CDS	537				hypothetical protein
EFEAKEDL_00050	gene	240				
EFEAKEDL_00050	CDS	240				hypothetical protein
EFEAKEDL_00051	gene	510				
EFEAKEDL_00051	CDS	510			COG1302	Alkaline shock protein 23
EFEAKEDL_00052	gene	312				
EFEAKEDL_00052	CDS	312				IS1182 family transposase ISSau3
