locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOPJEMOM_00018	gene	735	fabG			
BOPJEMOM_00018	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BOPJEMOM_00019	gene	234	acpP			
BOPJEMOM_00019	CDS	234	acpP		COG0236	Acyl carrier protein
BOPJEMOM_00020	gene	732	rnc			
BOPJEMOM_00020	CDS	732	rnc	3.1.26.3		Ribonuclease 3
BOPJEMOM_00021	gene	3567	smc			
BOPJEMOM_00021	CDS	3567	smc		COG1196	Chromosome partition protein Smc
BOPJEMOM_00022	gene	1251	ftsY			
BOPJEMOM_00022	CDS	1251	ftsY			Signal recognition particle receptor FtsY
BOPJEMOM_00023	gene	333				
BOPJEMOM_00023	CDS	333				hypothetical protein
BOPJEMOM_00024	gene	1368	ffh			
BOPJEMOM_00024	CDS	1368	ffh		COG0541	Signal recognition particle protein
BOPJEMOM_00025	gene	276	rpsP			
BOPJEMOM_00025	CDS	276	rpsP			30S ribosomal protein S16
BOPJEMOM_00026	gene	504	rimM			
BOPJEMOM_00026	CDS	504	rimM			Ribosome maturation factor RimM
BOPJEMOM_00027	gene	738	trmD			
BOPJEMOM_00027	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
BOPJEMOM_00028	gene	351	rplS			
BOPJEMOM_00028	CDS	351	rplS			50S ribosomal protein L19
BOPJEMOM_00029	gene	2607				
BOPJEMOM_00029	CDS	2607				hypothetical protein
BOPJEMOM_00030	gene	885	rbgA			
BOPJEMOM_00030	CDS	885	rbgA		COG1161	Ribosome biogenesis GTPase A
BOPJEMOM_00031	gene	768	rnhB			
BOPJEMOM_00031	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
BOPJEMOM_00032	gene	1167	sucC			
BOPJEMOM_00032	CDS	1167	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
BOPJEMOM_00033	gene	909	sucD			
BOPJEMOM_00033	CDS	909	sucD	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
BOPJEMOM_00034	gene	1119	lytN			
BOPJEMOM_00034	CDS	1119	lytN	3.-.-.-		putative cell wall hydrolase LytN
BOPJEMOM_00035	gene	1245	femA			
BOPJEMOM_00035	CDS	1245	femA	2.3.2.17		Aminoacyltransferase FemA
BOPJEMOM_00036	gene	873				
BOPJEMOM_00036	CDS	873				hypothetical protein
BOPJEMOM_00037	gene	2076	topA			
BOPJEMOM_00037	CDS	2076	topA	5.6.2.1		DNA topoisomerase 1
BOPJEMOM_00038	gene	1308	trmFO			
BOPJEMOM_00038	CDS	1308	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
BOPJEMOM_00039	gene	897	xerC			
BOPJEMOM_00039	CDS	897	xerC		COG4974	Tyrosine recombinase XerC
BOPJEMOM_00040	gene	546	hslV			
BOPJEMOM_00040	CDS	546	hslV	3.4.25.2		ATP-dependent protease subunit HslV
BOPJEMOM_00041	gene	1404	hslU			
BOPJEMOM_00041	CDS	1404	hslU			ATP-dependent protease ATPase subunit HslU
BOPJEMOM_00042	gene	774	codY			
BOPJEMOM_00042	CDS	774	codY			GTP-sensing transcriptional pleiotropic repressor CodY
BOPJEMOM_00043	gene	768	rpsB			
BOPJEMOM_00043	CDS	768	rpsB			30S ribosomal protein S2
BOPJEMOM_00044	gene	882	tsf			
BOPJEMOM_00044	CDS	882	tsf			Elongation factor Ts
BOPJEMOM_00045	gene	723	pyrH			
BOPJEMOM_00045	CDS	723	pyrH	2.7.4.22		Uridylate kinase
BOPJEMOM_00046	gene	555	frr			
BOPJEMOM_00046	CDS	555	frr			Ribosome-recycling factor
BOPJEMOM_00047	gene	771	uppS			
BOPJEMOM_00047	CDS	771	uppS	2.5.1.-		Isoprenyl transferase
BOPJEMOM_00048	gene	783				
BOPJEMOM_00048	CDS	783				hypothetical protein
BOPJEMOM_00049	gene	1287				
BOPJEMOM_00049	CDS	1287		3.4.24.-		Putative zinc metalloprotease
BOPJEMOM_00050	gene	1704	proS			
BOPJEMOM_00050	CDS	1704	proS	6.1.1.15		Proline--tRNA ligase
BOPJEMOM_00051	gene	4317	polC			
BOPJEMOM_00051	CDS	4317	polC	2.7.7.7		DNA polymerase III PolC-type
BOPJEMOM_00052	gene	468	rimP			
BOPJEMOM_00052	CDS	468	rimP		COG0779	Ribosome maturation factor RimP
BOPJEMOM_00053	gene	1176	nusA			
BOPJEMOM_00053	CDS	1176	nusA		COG0195	Transcription termination/antitermination protein NusA
BOPJEMOM_00054	gene	285				
BOPJEMOM_00054	CDS	285				hypothetical protein
BOPJEMOM_00055	gene	318	rplGA			
BOPJEMOM_00055	CDS	318	rplGA		COG1358	putative ribosomal protein YlxQ
BOPJEMOM_00056	gene	2118	infB			
BOPJEMOM_00056	CDS	2118	infB			Translation initiation factor IF-2
BOPJEMOM_00057	gene	351	rbfA			
BOPJEMOM_00057	CDS	351	rbfA			Ribosome-binding factor A
BOPJEMOM_00058	gene	918	truB			
BOPJEMOM_00058	CDS	918	truB	5.4.99.25		tRNA pseudouridine synthase B
BOPJEMOM_00059	gene	972	ribF			
BOPJEMOM_00059	CDS	972	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BOPJEMOM_00060	gene	270	rpsO			
BOPJEMOM_00060	CDS	270	rpsO			30S ribosomal protein S15
BOPJEMOM_00061	gene	2097	pnp			
BOPJEMOM_00061	CDS	2097	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
BOPJEMOM_00062	gene	1674	rnj2			
BOPJEMOM_00062	CDS	1674	rnj2	3.1.-.-		Ribonuclease J 2
BOPJEMOM_00063	gene	2370	ftsK			
BOPJEMOM_00063	CDS	2370	ftsK			DNA translocase FtsK
BOPJEMOM_00064	gene	714	gamR			
BOPJEMOM_00064	CDS	714	gamR			HTH-type transcriptional repressor GamR
BOPJEMOM_00065	gene	1266				
BOPJEMOM_00065	CDS	1266				hypothetical protein
BOPJEMOM_00066	gene	1287				
BOPJEMOM_00066	CDS	1287				hypothetical protein
BOPJEMOM_00067	gene	705	phaB			
BOPJEMOM_00067	CDS	705	phaB	1.1.1.36		Acetoacetyl-CoA reductase
BOPJEMOM_00068	gene	828				
BOPJEMOM_00068	CDS	828				hypothetical protein
BOPJEMOM_00069	gene	393				
BOPJEMOM_00069	CDS	393				hypothetical protein
BOPJEMOM_00070	gene	579	pgsA			
BOPJEMOM_00070	CDS	579	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BOPJEMOM_00071	gene	1152	cinA			
BOPJEMOM_00071	CDS	1152	cinA			Putative competence-damage inducible protein
BOPJEMOM_00072	gene	1044	recA			
BOPJEMOM_00072	CDS	1044	recA			Protein RecA
BOPJEMOM_00073	gene	1560	rny			
BOPJEMOM_00073	CDS	1560	rny	3.1.-.-		Ribonuclease Y
BOPJEMOM_00074	gene	216				
BOPJEMOM_00074	CDS	216				hypothetical protein
BOPJEMOM_00075	gene	798	ymdB			
BOPJEMOM_00075	CDS	798	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
BOPJEMOM_00076	gene	1761	korA			
BOPJEMOM_00076	CDS	1761	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
BOPJEMOM_00077	gene	867				
BOPJEMOM_00077	CDS	867				hypothetical protein
BOPJEMOM_00078	gene	294				
BOPJEMOM_00078	CDS	294				hypothetical protein
BOPJEMOM_00079	gene	1545	miaB			
BOPJEMOM_00079	CDS	1545	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
BOPJEMOM_00080	gene	366	ymcA			
BOPJEMOM_00080	CDS	366	ymcA		COG4550	putative protein YmcA
BOPJEMOM_00081	gene	492				
BOPJEMOM_00081	CDS	492				hypothetical protein
BOPJEMOM_00082	gene	2619	mutS			
BOPJEMOM_00082	CDS	2619	mutS		COG0249	DNA mismatch repair protein MutS
BOPJEMOM_00083	gene	2010	mutL			
BOPJEMOM_00083	CDS	2010	mutL			DNA mismatch repair protein MutL
BOPJEMOM_00084	gene	534	glpP			
BOPJEMOM_00084	CDS	534	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
BOPJEMOM_00085	gene	819	glpF			
BOPJEMOM_00085	CDS	819	glpF		COG0580	Glycerol uptake facilitator protein
BOPJEMOM_00086	gene	1497	glpK			
BOPJEMOM_00086	CDS	1497	glpK	2.7.1.30	COG0554	Glycerol kinase
BOPJEMOM_00087	gene	1674	glpD			
BOPJEMOM_00087	CDS	1674	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
BOPJEMOM_00088	gene	918				
BOPJEMOM_00088	CDS	918		3.1.1.23	COG2267	Monoacylglycerol lipase
BOPJEMOM_00089	gene	936	miaA			
BOPJEMOM_00089	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
BOPJEMOM_00090	gene	234	hfq			
BOPJEMOM_00090	CDS	234	hfq		COG1923	RNA-binding protein Hfq
BOPJEMOM_00091	gene	477	bsaA			
BOPJEMOM_00091	CDS	477	bsaA			Glutathione peroxidase BsaA
BOPJEMOM_00092	gene	1239	hflX			
BOPJEMOM_00092	CDS	1239	hflX		COG2262	GTPase HflX
BOPJEMOM_00093	gene	1239				
BOPJEMOM_00093	CDS	1239				hypothetical protein
BOPJEMOM_00094	gene	369	glnR			
BOPJEMOM_00094	CDS	369	glnR		COG0789	HTH-type transcriptional regulator GlnR
BOPJEMOM_00095	gene	1341	glnA			
BOPJEMOM_00095	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
BOPJEMOM_00096	gene	90				
BOPJEMOM_00096	CDS	90				hypothetical protein
BOPJEMOM_00097	gene	213				
BOPJEMOM_00097	CDS	213				hypothetical protein
BOPJEMOM_00098	gene	207				
BOPJEMOM_00098	CDS	207				hypothetical protein
BOPJEMOM_00099	gene	186				
BOPJEMOM_00099	CDS	186				hypothetical protein
BOPJEMOM_00100	gene	105				
BOPJEMOM_00100	CDS	105				hypothetical protein
BOPJEMOM_00101	gene	252				
BOPJEMOM_00101	CDS	252				hypothetical protein
BOPJEMOM_00102	gene	585				
BOPJEMOM_00102	CDS	585				hypothetical protein
BOPJEMOM_00103	gene	249				
BOPJEMOM_00103	CDS	249				hypothetical protein
BOPJEMOM_00104	gene	102				
BOPJEMOM_00104	CDS	102				hypothetical protein
BOPJEMOM_00105	gene	138				
BOPJEMOM_00105	CDS	138				hypothetical protein
BOPJEMOM_00106	gene	291				
BOPJEMOM_00106	CDS	291				hypothetical protein
BOPJEMOM_00107	gene	195				
BOPJEMOM_00107	CDS	195				hypothetical protein
BOPJEMOM_00108	gene	342				
BOPJEMOM_00108	CDS	342				hypothetical protein
BOPJEMOM_00109	gene	192				
BOPJEMOM_00109	CDS	192				hypothetical protein
BOPJEMOM_00110	gene	1026	ltaE			
BOPJEMOM_00110	CDS	1026	ltaE	4.1.2.48		Low specificity L-threonine aldolase
BOPJEMOM_00111	gene	198				
BOPJEMOM_00111	CDS	198				hypothetical protein
BOPJEMOM_00112	gene	1482	cls			
BOPJEMOM_00112	CDS	1482	cls	2.7.8.-		Cardiolipin synthase
BOPJEMOM_00113	gene	900	lnrL			
BOPJEMOM_00113	CDS	900	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BOPJEMOM_00114	gene	732				
BOPJEMOM_00114	CDS	732				hypothetical protein
BOPJEMOM_00115	gene	1092				
BOPJEMOM_00115	CDS	1092				hypothetical protein
BOPJEMOM_00116	gene	603	desR			
BOPJEMOM_00116	CDS	603	desR		COG2197	Transcriptional regulatory protein DesR
BOPJEMOM_00117	gene	180				
BOPJEMOM_00117	CDS	180				hypothetical protein
BOPJEMOM_00118	gene	534	nucH			
BOPJEMOM_00118	CDS	534	nucH	3.1.31.1		Thermonuclease
BOPJEMOM_00119	gene	855				
BOPJEMOM_00119	CDS	855				hypothetical protein
BOPJEMOM_00120	gene	585				
BOPJEMOM_00120	CDS	585				hypothetical protein
BOPJEMOM_00121	gene	1383	yclM			
BOPJEMOM_00121	CDS	1383	yclM	2.7.2.4	COG0527	Aspartokinase 3
BOPJEMOM_00122	gene	1281				
BOPJEMOM_00122	CDS	1281				hypothetical protein
BOPJEMOM_00123	gene	1062	thrC			
BOPJEMOM_00123	CDS	1062	thrC	4.2.3.1	COG0498	Threonine synthase
BOPJEMOM_00124	gene	915	thrB			
BOPJEMOM_00124	CDS	915	thrB	2.7.1.39	COG0083	Homoserine kinase
