0,1,0,1,2
GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn,GCA_000601945.1_Stap_aure_F87602_V1_genomic.gbff_pp6.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp10.ffn,GCA_000025145.2_ASM2514v1_genomic.gbff_pp8.ffn,9
GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn,GCA_000013425.1_ASM1342v1_genomic.gbff_pp6.ffn ,GCA_000009005.1_ASM900v1_genomic.gbff_pp10.ffn,GCA_000012045.1_ASM1204v1_genomic.gbff_pp8.ffn,10
GCA_000363845.1_Stap_aure_B40950_V1_genomic.gbff_pp10.ffn,GCA_000562305.1_Stap_aure_F89468_V1_genomic.gbff_pp10.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp11.ffn,GCA_000551445.1_Stap_aure_M0046_V1_genomic.gbff_pp8.ffn,10
GCA_000009585.1_ASM958v1_genomic.gbff_pp5.ffn,GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn         ,GCA_000009005.1_ASM900v1_genomic.gbff_pp1.ffn,GCA_000009645.1_ASM964v1_genomic.gbff_pp1.ffn,11
GCA_000013425.1_ASM1342v1_genomic.gbff_pp6.ffn,GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn         ,GCA_000009005.1_ASM900v1_genomic.gbff_pp10.ffn,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,12
GCA_000009005.1_ASM900v1_genomic.gbff_pp6.ffn,GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn         ,GCA_000009005.1_ASM900v1_genomic.gbff_pp1.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp2.ffn,13
GCA_000363845.1_Stap_aure_B40950_V1_genomic.gbff_pp10.ffn,GCA_000545865.1_Stap_aure_M0966_V1_genomic.gbff_pp10.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp13.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp2.ffn,15
GCA_000363845.1_Stap_aure_B40950_V1_genomic.gbff_pp10.ffn,GCA_000550985.1_Stap_aure_M0012_V1_genomic.gbff_pp10.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp13.ffn,GCA_001996485.1_ASM199648v1_genomic.gbff_pp2.ffn,17
GCA_000011505.1_ASM1150v1_genomic.gbff_pp6.ffn,GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn         ,GCA_000009005.1_ASM900v1_genomic.gbff_pp10.ffn,GCA_000540235.1_Stap_aure_UCIM6050_V1_genomic.gbff_pp9.ffn,22
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp15.ffn,GCA_003237795.1_ASM323779v1_genomic.gbff_pp10.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp15.ffn,GCA_000586815.1_Stap_aure_W28921_V1_genomic.gbff_pp14.ffn,3
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_900251565.1_M3684_genomic.gbff_pp14.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_000596365.1_Stap_aure_DAR5864_V1_genomic.gbff_pp14.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_003420165.1_ASM342016v1_genomic.gbff_pp15.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_000546485.1_Stap_aure_M1022_V1_genomic.gbff_pp6.ffn,30
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_000013465.1_ASM1346v1_genomic.gbff_pp16.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_900126435.1_17175_2_81_genomic.gbff_pp6.ffn,3
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_001194545.1_7907_4_56_genomic.gbff_pp13.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp6.ffn,56
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_000187165.1_ASM18716v1_genomic.gbff_pp16.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp16.ffn,GCA_000525445.1_Stap_aure_DAR5883_V1_genomic.gbff_pp16.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000531555.1_Stap_aure_M0032_V1_genomic.gbff_pp18.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_900482705.1_7915_6_43_genomic.gbff_pp16.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000276625.1_Newbould305_assembly_v1_genomic.gbff_pp16.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000570015.1_Stap_aure_H87628_V1_genomic.gbff_pp19.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_900251895.1_M3925_genomic.gbff_pp17.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000174615.1_ASM17461v1_genomic.gbff_pp16.ffn,6
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000362125.1_Stap_aure_M0877_V1_genomic.gbff_pp18.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp18.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000578295.1_Stap_aure_T77565_V1_genomic.gbff_pp18.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000248795.2_ASM24879v2_genomic.gbff_pp17.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000556705.1_Stap_aure_M0496_V1_genomic.gbff_pp17.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_002275265.1_ISU-927_v1.0_genomic.gbff_pp16.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000248735.2_ASM24873v2_genomic.gbff_pp16.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000556445.1_Stap_aure_M0471_V1_genomic.gbff_pp17.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000359825.1_Stap_aure_HI049B_V1_genomic.gbff_pp16.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp17.ffn,GCA_000562525.1_Stap_aure_H71785_V1_genomic.gbff_pp16.ffn,6
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_001046295.1_ASM104629v1_genomic.gbff_pp17.ffn,11
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000248615.2_ASM24861v2_genomic.gbff_pp18.ffn,11
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000605905.1_Stap_aure_W25814_V1_genomic.gbff_pp19.ffn,11
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000575965.1_Stap_aure_M1112_V1_genomic.gbff_pp18.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000547205.1_Stap_aure_M1090_V1_genomic.gbff_pp19.ffn,11
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000556025.1_Stap_aure_M0437_V1_genomic.gbff_pp17.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000531555.1_Stap_aure_M0032_V1_genomic.gbff_pp18.ffn,11
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_001234105.1_5295_1_7_genomic.gbff_pp18.ffn,8
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000555085.1_Stap_aure_M0355_V1_genomic.gbff_pp17.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000242515.2_ASM24251v2_genomic.gbff_pp16.ffn,6
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp18.ffn,GCA_000160355.1_ASM16035v1_genomic.gbff_pp17.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp19.ffn,GCA_001996485.1_ASM199648v1_genomic.gbff_pp2.ffn,15
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp19.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp2.ffn,15
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp2.ffn,GCA_001411685.1_ASM141168v1_genomic.gbff_pp2.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp2.ffn,GCA_000164715.1_ASM16471v1_genomic.gbff_pp2.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp2.ffn,GCA_000159535.2_ASM15953v2_genomic.gbff_pp2.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp20.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp4.ffn,9
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp21.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp4.ffn,56
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp21.ffn,GCA_900081425.1_12641_2_75_genomic.gbff_pp21.ffn,75
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp22.ffn,GCA_000160355.1_ASM16035v1_genomic.gbff_pp21.ffn,18
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp22.ffn,GCA_000012045.1_ASM1204v1_genomic.gbff_pp18.ffn,17
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp22.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp12.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,GCA_000010465.1_ASM1046v1_genomic.gbff_pp2.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,GCA_000024585.1_ASM2458v1_genomic.gbff_pp3.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,GCA_000162655.1_ASM16265v1_genomic.gbff_pp2.ffn,3
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,GCA_000242555.2_ASM24255v2_genomic.gbff_pp2.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,GCA_000160355.1_ASM16035v1_genomic.gbff_pp3.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp5.ffn,GCA_000162595.1_ASM16259v1_genomic.gbff_pp5.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp5.ffn,GCA_000010465.1_ASM1046v1_genomic.gbff_pp4.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp5.ffn,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp5.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp5.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp5.ffn,GCA_000010445.1_ASM1044v1_genomic.gbff_pp4.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp5.ffn,GCA_000162815.1_ASM16281v1_genomic.gbff_pp5.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp6.ffn,GCA_000601945.1_Stap_aure_F87602_V1_genomic.gbff_pp6.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp6.ffn,GCA_000013425.1_ASM1342v1_genomic.gbff_pp6.ffn,6
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp6.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp6.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp6.ffn,GCA_000009585.1_ASM958v1_genomic.gbff_pp5.ffn,6
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp6.ffn,GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,GCA_002121705.1_ASM212170v1_genomic.gbff_pp5.ffn,47
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,GCA_002121705.1_ASM212170v1_genomic.gbff_pp4.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp7.ffn,23
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,GCA_900323905.1_24117-WT_genomic.gbff_pp6.ffn,3
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,GCA_001226685.1_6401_6_9_genomic.gbff_pp6.ffn,7
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,GCA_002121705.1_ASM212170v1_genomic.gbff_pp6.ffn,12
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp7.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp8.ffn,GCA_000586855.1_Stap_aure_W19270_V1_genomic.gbff_pp7.ffn,6
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp8.ffn,GCA_000544885.1_Stap_aure_M0887_V1_genomic.gbff_pp6.ffn,4
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp8.ffn,GCA_000555845.1_Stap_aure_M0421_V1_genomic.gbff_pp7.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp8.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp13.ffn,24
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp9.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp11.ffn,2
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp9.ffn,GCA_000534835.1_Saureus301-188_genomic.gbff_pp14.ffn,5
,,GCA_000009005.1_ASM900v1_genomic.gbff_pp9.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp14.ffn,10
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp22.ffn,7
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000162855.1_ASM16285v1_genomic.gbff_pp18.ffn,3
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_900081425.1_12641_2_75_genomic.gbff_pp22.ffn,7
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000160395.1_ASM16039v1_genomic.gbff_pp19.ffn,5
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000027045.1_ASM2704v1_genomic.gbff_pp18.ffn,3
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000174515.1_ASM17451v1_genomic.gbff_pp22.ffn,7
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000025145.2_ASM2514v1_genomic.gbff_pp18.ffn,4
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000017085.1_ASM1708v1_genomic.gbff_pp19.ffn,7
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_000144955.1_ASM14495v1_genomic.gbff_pp20.ffn,7
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_003240215.1_ASM324021v1_genomic.gbff_pp21.ffn,1
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp19.ffn,GCA_001352295.1_7748_4_33_genomic.gbff_pp22.ffn,2
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp5.ffn,GCA_000163575.1_ASM16357v1_genomic.gbff_pp4.ffn,4
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp5.ffn,GCA_000013425.1_ASM1342v1_genomic.gbff_pp6.ffn,6
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp5.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp6.ffn,5
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp5.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp6.ffn,6
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp5.ffn,GCA_000601945.1_Stap_aure_F87602_V1_genomic.gbff_pp6.ffn,5
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000016805.1_ASM1680v1_genomic.gbff_pp9.ffn,7
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000540235.1_Stap_aure_UCIM6050_V1_genomic.gbff_pp9.ffn,12
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp10.ffn,12
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000174575.1_ASM17457v1_genomic.gbff_pp8.ffn,8
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000248515.2_ASM24851v2_genomic.gbff_pp9.ffn,3
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000025145.2_ASM2514v1_genomic.gbff_pp8.ffn,9
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000012045.1_ASM1204v1_genomic.gbff_pp8.ffn,9
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000362285.1_Stap_aure_M0946_V1_genomic.gbff_pp10.ffn,8
,,GCA_000009585.1_ASM958v1_genomic.gbff_pp9.ffn,GCA_000016805.1_ASM1680v1_genomic.gbff_pp8.ffn,6
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp1.ffn,GCA_000547345.1_Stap_aure_M1562_V1_genomic.gbff_pp1.ffn,7
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp1.ffn,GCA_000215405.2_ASM21540v2_genomic.gbff_pp1.ffn,9
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp1.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp1.ffn,11
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp1.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp2.ffn,11
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp12.ffn,3
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,10
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000242555.2_ASM24255v2_genomic.gbff_pp2.ffn,15
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000160355.1_ASM16035v1_genomic.gbff_pp3.ffn,15
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,5
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000024585.1_ASM2458v1_genomic.gbff_pp3.ffn,5
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000162655.1_ASM16265v1_genomic.gbff_pp2.ffn,3
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,2
,,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,GCA_000010465.1_ASM1046v1_genomic.gbff_pp2.ffn,9
,,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,GCA_000011505.1_ASM1150v1_genomic.gbff_pp5.ffn,9
,,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,GCA_000010465.1_ASM1046v1_genomic.gbff_pp4.ffn,6
,,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,GCA_000162595.1_ASM16259v1_genomic.gbff_pp5.ffn,9
,,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,GCA_000010445.1_ASM1044v1_genomic.gbff_pp4.ffn,3
,,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp5.ffn,2
,,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,GCA_000162815.1_ASM16281v1_genomic.gbff_pp5.ffn,5
,,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp9.ffn,5
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000160355.1_ASM16035v1_genomic.gbff_pp3.ffn,10
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000242555.2_ASM24255v2_genomic.gbff_pp2.ffn,10
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp12.ffn,2
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000009005.1_ASM900v1_genomic.gbff_pp3.ffn,5
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000162655.1_ASM16265v1_genomic.gbff_pp2.ffn,3
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000024585.1_ASM2458v1_genomic.gbff_pp3.ffn,5
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000009645.1_ASM964v1_genomic.gbff_pp2.ffn,10
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp2.ffn,GCA_000010465.1_ASM1046v1_genomic.gbff_pp2.ffn,9
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp4.ffn,GCA_000162595.1_ASM16259v1_genomic.gbff_pp5.ffn,3
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp4.ffn,GCA_000160415.1_ASM16041v1_genomic.gbff_pp9.ffn,1
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp4.ffn,GCA_000010465.1_ASM1046v1_genomic.gbff_pp4.ffn,3
,,GCA_000010445.1_ASM1044v1_genomic.gbff_pp4.ffn,GCA_000009665.1_ASM966v1_genomic.gbff_pp4.ffn,3
