locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHOOANAO_00060	CDS	219				hypothetical protein
EHOOANAO_00061	gene	894				
EHOOANAO_00061	CDS	894				hypothetical protein
EHOOANAO_00062	gene	471	ssbA			
EHOOANAO_00062	CDS	471	ssbA		COG0629	Single-stranded DNA-binding protein A
EHOOANAO_00063	gene	486				
EHOOANAO_00063	CDS	486				hypothetical protein
EHOOANAO_00064	gene	921				
EHOOANAO_00064	CDS	921				hypothetical protein
EHOOANAO_00065	gene	1944				
EHOOANAO_00065	CDS	1944				hypothetical protein
EHOOANAO_00066	gene	264				
EHOOANAO_00066	CDS	264				hypothetical protein
EHOOANAO_00067	gene	261				
EHOOANAO_00067	CDS	261				hypothetical protein
EHOOANAO_00068	gene	261				
EHOOANAO_00068	CDS	261				hypothetical protein
EHOOANAO_00069	gene	321				
EHOOANAO_00069	CDS	321				hypothetical protein
EHOOANAO_00070	gene	231				
EHOOANAO_00070	CDS	231				hypothetical protein
EHOOANAO_00071	gene	177				
EHOOANAO_00071	CDS	177				hypothetical protein
EHOOANAO_00072	gene	753				
EHOOANAO_00072	CDS	753				hypothetical protein
EHOOANAO_00073	gene	330				
EHOOANAO_00073	CDS	330				hypothetical protein
EHOOANAO_00074	gene	216				
EHOOANAO_00074	CDS	216				hypothetical protein
EHOOANAO_00075	gene	264				
EHOOANAO_00075	CDS	264				hypothetical protein
EHOOANAO_00076	gene	714	lexA			
EHOOANAO_00076	CDS	714	lexA	3.4.21.88		LexA repressor
EHOOANAO_00077	gene	933	dinG			
EHOOANAO_00077	CDS	933	dinG	3.1.-.-		3'-5' exonuclease DinG
